time,energy,WS,TA,HM
1730,571.44,3,-7,66.1
1745,543.6,3,-7.2,66.8
1800,531.6,2,-7.4,67.3
1815,503.04,6,-7.5,68.4
1830,485.76,0,-7.4,69.2
1845,463.92,0,-7.3,70.5
1900,479.04,0,-7.6,71.1
1915,471.84,0,-7.5,72.5
1930,458.88,0,-6.7,71.4
1945,455.76,2,-6.2,70.3
2000,447.36,2,-5.5,67.6
2015,439.92,4,-4.7,64.9
2030,430.32,0,-4.2,62.2
2045,427.2,6,-3.4,59.2
2100,413.52,12,-2.8,57.4
2115,416.4,5,-2.4,53.6
2130,414.48,3,-2,52.7
2145,410.64,6,-1.2,53.3
2200,394.08,7,-0.5,52.6
2215,388.56,5,0.4,50.7
2230,386.64,10,1.2,49.8
2245,389.04,16,1.9,48.2
2300,382.08,13,2.1,47.2
2315,375.36,12,2.3,46.6
2330,361.92,23,3.2,42.8
2345,364.32,14,3.2,39.8
2400,366.72,17,3.8,39.4
45,354.72,25,3.9,40.3
100,355.68,36,3.7,39.1
115,363.6,25,4,39.1
130,365.04,23,4.1,39.9
145,360.96,42,4,41.9
200,359.04,16,4.1,43.4
215,361.68,20,4.2,44.2
230,369.84,12,4.5,45
245,357.84,6,4.2,46.4
300,353.76,25,3.9,48.8
315,362.16,18,3.4,52.1
330,373.2,4,3.2,54.9
345,359.28,25,3.4,56.3
400,364.8,24,3.3,58.1
415,373.2,16,3.2,58.9
430,384.72,13,3.2,59.2
445,384.48,5,2.8,61.1
500,385.2,7,2.8,61.7
515,398.4,13,2.7,63.5
530,411.6,5,2.3,64.7
545,416.16,8,1.8,66.4
600,423.12,20,1.8,67.9
615,420,7,1.5,69.7
630,439.2,11,1.3,70.7
645,470.64,12,1.9,72.2
700,499.2,17,1.5,74.4
715,504.96,1,1,75.4
730,523.68,13,0.4,78.3
745,551.52,5,-0.2,80.9
800,573.84,2,0.4,79
815,584.16,7,0.5,81.2
830,585.6,6,0.1,82.6
845,600,1,0.5,82
900,624.96,5,1.2,81.8
915,634.08,3,1.6,82.2
930,625.68,12,1.8,79.8
945,625.92,18,2,79.1
1000,630,19,2.4,79.1
1015,633.84,16,2.4,79.8
1030,635.28,15,2.1,80.1
1045,619.92,9,1.6,80.6
1100,628.32,2,1.1,83.7
1115,638.64,2,1.3,84.5
1130,649.44,9,1.1,81.7
1145,634.32,17,1.8,83.4
1200,635.28,15,1.8,82.3
1215,631.68,9,1.9,81.9
1230,634.56,22,1.8,82
1245,624.24,5,1.5,81.9
1300,619.44,3,1.8,81.9
1315,616.8,6,1.7,82.4
1330,613.68,10,1.4,82.8
1345,616.08,6,1.5,82.7
1400,601.92,6,1.2,82.9
1415,605.28,14,1.6,83.3
1430,594.96,10,1.6,82.9
1445,605.28,11,1.9,83
1500,609.6,17,1.7,82.3
1515,597.36,6,1.9,83.3
1530,597.12,3,1.7,83.4
1545,595.68,11,1.4,84.3
1600,605.04,1,1.2,86
1615,579.6,10,1.3,86.8
1630,578.88,15,3,85
1645,571.92,19,3.1,83.1
1700,584.88,18,3,80.6
1715,567.12,14,2.7,80.7
1730,541.44,22,2.3,82.2
1745,509.76,22,2.1,81.8
1800,506.16,23,1.5,78.3
1815,485.76,51,1.1,77.2
1830,479.52,12,0.7,76.3
1845,464.64,42,0.3,77.9
1900,456,22,0,78
1915,459.84,53,-0.4,76.6
1930,456.48,46,-0.9,74.3
1945,451.68,28,-1.1,72.1
2000,445.44,49,-1.2,68.6
2015,432.48,41,-1.2,67.8
2030,430.8,33,-1.3,67.1
2045,426,30,-1.2,66.7
2100,422.64,15,-0.8,64.3
2115,418.08,24,-0.6,62.9
2130,419.28,32,-0.5,62.9
2145,409.68,17,-0.1,62
2200,394.08,38,0,61.7
2215,386.64,29,0.2,60.2
2230,384.24,52,0.5,58.7
2245,389.28,18,-0.2,60.4
2300,378.72,27,0.4,59.9
2315,367.44,17,0,60.6
2330,367.44,21,-0.1,59.6
2345,364.08,18,0.4,58.7
2400,359.52,4,0.7,56.9
45,348.48,15,1,56.2
100,352.08,11,1.1,54.7
115,355.92,16,1.7,53.5
130,349.68,36,1.9,51.1
145,348.24,31,2.5,50.7
200,344.88,25,2.5,48.4
215,360.72,13,2.3,48.9
230,342.72,24,2.3,48.3
245,348.96,53,1.9,48.9
300,341.28,27,2.2,47.3
315,348.24,29,2.3,46.9
330,342,13,2.2,47.2
345,353.28,26,2.2,46.1
400,358.56,6,2,46.4
415,362.88,18,1.7,47.2
430,378,15,1.5,47.2
445,374.64,29,1.2,48.2
500,376.32,18,0.9,49.6
515,387.36,23,0.8,50.2
530,415.2,20,0.4,51.1
545,420.96,45,0.3,50.6
600,413.76,29,0.2,50.3
615,423.12,16,-0.1,51.6
630,437.52,14,-0.4,52.7
645,490.56,33,-0.7,53.3
700,498.72,32,-0.9,53.4
715,510.24,39,-1.1,53.1
730,523.44,26,-1.3,53.8
745,561.6,22,-1.5,53.8
800,561.36,24,-1.5,51.8
815,551.28,15,-1.6,51.3
830,568.08,19,-1.7,49.5
845,588.96,10,-1.9,51
900,609.36,19,-2.1,51.3
915,618,52,-2.2,50.8
930,613.2,9,-2.2,50.6
945,613.44,20,-2.4,50.4
1000,622.56,16,-2.4,50.1
1015,638.16,20,-2.6,50.1
1030,628.08,8,-2.7,50.1
1045,624.72,37,-2.8,51.3
1100,619.92,16,-3,52.1
1115,633.6,20,-3.3,52.3
1130,639.6,8,-3,47.4
1145,627.84,1,-3.1,47.6
1200,616.08,11,-3.6,49.7
1215,621.12,2,-3.7,50.1
1230,606.96,14,-3.9,49.6
1245,599.76,17,-3.9,48.3
1300,597.6,16,-4.3,48.9
1315,616.8,22,-4.7,50.4
1330,606.96,22,-4.1,44.6
1345,597.36,18,-4.2,43.6
1400,601.68,5,-3.9,40.9
1415,601.44,10,-3.8,40.8
1430,591.6,13,-4,41.3
1445,585.84,1,-5.3,47.4
1500,585.36,5,-4.7,44.8
1515,584.4,4,-6,50.7
1530,589.2,2,-5.9,51
1545,574.32,2,-6.3,52.6
1600,584.88,3,-6.5,53.3
1615,567.12,2,-6.8,54.8
1630,581.04,0,-6.8,53.8
1645,571.92,0,-7.2,54.7
1700,554.16,1,-7,54.8
1715,552.96,5,-6.9,53.3
1730,550.08,7,-7,52.8
1745,524.64,11,-6.9,54.2
1800,519.36,6,-6.7,52.9
1815,480.24,0,-7.5,56.8
1830,478.32,2,-7.7,57.5
1845,471.36,7,-7.5,55.8
1900,471.12,2,-7.6,55.6
1915,475.92,4,-8,60.2
1930,459.36,4,-7.7,58.8
1945,444.72,2,-7.5,58.5
2000,447.36,8,-7.8,61.8
2015,450.48,4,-7.7,62.9
2030,435.6,11,-7.1,58.5
2045,430.56,10,-6.5,54.2
2100,429.12,10,-5.9,53.8
2115,421.68,12,-5.5,52.6
2130,410.4,13,-5,49.3
2145,415.68,11,-4.6,47.8
2200,405.6,28,-4.1,45.7
2215,394.08,15,-3.7,43.2
2230,396.72,7,-3.1,41.8
2245,384.96,9,-3,42
2300,372.96,10,-2.2,41.8
2315,381.12,21,-1.6,39.6
2330,368.4,11,-1.5,39.6
2345,361.2,9,-1.1,37.9
2400,368.4,23,-0.5,37.7
45,357.12,18,0.1,36.9
100,362.4,10,0.2,34.6
115,347.52,22,0.7,32.8
130,346.08,6,1,31.5
145,348,26,1.7,31
200,340.8,17,1.9,27.5
215,351.84,21,1.7,26.9
230,355.44,16,1.8,27.1
245,347.04,26,2.3,29.1
300,347.76,16,2.5,27.8
315,342.24,14,2.6,28.4
330,344.64,7,2.7,30
345,343.92,19,2.4,31.6
400,360.24,17,2.4,31.5
415,388.8,1,2.5,31.2
430,366,14,2.3,31.9
445,372,13,2.1,32.5
500,372.48,22,2,32.4
515,380.4,6,1.7,33.5
530,387.84,6,0.9,35.1
545,414,8,0.2,37.2
600,412.56,8,-0.6,40.2
615,414,2,-0.8,41.1
630,428.4,6,-1.2,41.9
645,459.36,1,-1.6,43.9
700,494.88,0,-1.7,45.7
715,510.96,0,-2,46.8
730,530.64,2,-2.2,47.5
745,539.76,0,-2.2,47.3
800,562.8,3,-2.2,46.6
815,578.64,6,-2.5,49.2
830,582.96,3,-3.1,49.6
845,597.84,2,-3.3,49.8
900,619.44,2,-3.4,50
915,622.56,2,-3.6,51.6
930,634.08,4,-3.7,51.9
945,630,2,-3.7,52.5
1000,619.68,6,-3.9,53.1
1015,633.84,4,-4.2,54.4
1030,624.96,0,-4.1,55.5
1045,613.2,3,-4.3,57
1100,613.92,2,-4.6,56.6
1115,625.68,1,-4.7,56.5
1130,637.2,2,-4.8,57
1145,628.08,2,-5,57.6
1200,626.88,2,-5.2,59.3
1215,603.84,0,-5.3,60.6
1230,597.84,0,-5.3,60.7
1245,602.64,3,-5.6,61.3
1300,608.88,3,-5.6,61.4
1315,616.08,0,-5.6,61.4
1330,613.92,0,-5.8,61.9
1345,632.16,2,-6,62.7
1400,626.16,0,-6,62.7
1415,618,0,-6.1,62.8
1430,617.76,1,-6.4,64.3
1445,623.04,0,-6.6,65.1
1500,605.28,0,-6.6,65.8
1515,605.52,0,-6.7,66.3
1530,596.16,3,-6.9,66.2
1545,590.16,3,-6.9,67.1
1600,606,0,-7,68
1615,600,0,-7,68.3
1630,586.8,3,-7.1,69.7
1645,575.52,0,-7,69.1
1700,578.16,3,-7.2,69.4
1715,569.52,1,-7.2,69.7
1730,562.32,0,-7.1,69.2
1745,529.44,3,-7.1,69.3
1800,509.76,3,-7.1,70.4
1815,491.28,2,-7.1,71
1830,475.68,1,-7.2,71.3
1845,477.6,0,-7.1,71.6
1900,476.16,0,-6.9,69.9
1915,463.92,3,-7.1,70.1
1930,479.28,0,-7,71.3
1945,461.04,0,-6.9,71.1
2000,445.68,2,-7,71.6
2015,439.68,7,-6.8,71.3
2030,423.6,7,-6.8,71.4
2045,424.32,0,-6.5,70.8
2100,417.36,3,-6.4,70.5
2115,414,3,-6,68.6
2130,419.28,9,-5.7,67.4
2145,414,5,-5.3,66.7
2200,399.36,24,-4.8,64.8
2215,388.08,6,-4.4,63.2
2230,380.88,4,-3.8,61
2245,369.6,1,-3.4,58.6
2300,364.08,10,-2.7,58.3
2315,361.92,7,-2.4,56.4
2330,363.84,7,-1.7,53.6
2345,377.28,8,-1.4,52.5
2400,360.96,9,-0.5,50.2
45,355.44,12,0.3,47.6
100,356.16,5,0.9,44.2
115,353.28,11,1.8,41.4
130,352.8,22,2.1,41
145,359.52,3,2.4,40.7
200,362.4,4,3,39
215,361.2,13,3.1,39.1
230,349.68,11,3.2,38.6
245,349.44,7,3.6,37.4
300,351.12,8,4.3,35
315,347.04,10,4.2,34.1
330,359.28,16,4.5,34.1
345,359.52,14,4.6,33.2
400,367.68,15,4.5,31.9
415,367.2,16,5.2,28.9
430,378.48,6,4.8,30.9
445,378.48,3,4.9,30.5
500,380.64,4,4.7,30.9
515,394.56,3,4.5,30.8
530,402.72,10,4.5,32.3
545,410.4,2,4.3,33.7
600,408,0,3.7,35.3
615,435.36,3,3.1,38.5
630,453.84,5,2.6,39.3
645,452.4,5,2.1,40.2
700,460.08,8,1.5,44.5
715,479.76,0,1.4,46.5
730,485.52,5,1.3,44.1
745,509.04,4,1.2,44.8
800,514.8,4,1.4,44.6
815,523.44,2,0.8,46.6
830,527.28,5,0.8,46.4
845,529.44,2,0.4,46.4
900,540.96,0,1.1,46.6
915,553.92,6,0.8,47.2
930,550.56,2,0.2,46.2
945,544.08,1,0.2,46.6
1000,543.36,6,0.2,48.7
1015,553.68,3,-0.1,48.1
1030,551.76,6,-0.6,48.3
1045,537.36,2,-0.4,50.3
1100,534.96,5,-0.6,49
1115,538.56,4,-0.9,51.5
1130,542.88,1,-0.9,50.9
1145,558.72,2,-0.6,48.3
1200,554.16,0,-0.5,50.3
1215,540.24,6,-0.8,50.7
1230,523.92,1,-0.9,52.2
1245,513.84,0,-0.5,52.5
1300,496.08,0,-0.6,52.3
1315,497.76,6,-0.9,54.3
1330,475.68,4,-0.7,55
1345,468,1,-0.9,54.7
1400,474.24,0,-1.1,56.5
1415,473.04,3,-1.3,58.1
1430,486.72,2,-1.1,56.7
1445,486.48,3,-1.2,58.5
1500,482.64,0,-1.4,58.3
1515,477.84,1,-1.4,57.2
1530,447.36,0,-1.3,57.1
1545,447.36,1,-1,57.8
1600,448.8,8,-1.3,59
1615,459.84,0,-1.3,60.2
1630,461.52,2,-1.2,59.3
1645,444,0,-1.1,60.9
1700,452.64,0,-1.3,60.2
1715,450.96,0,-1.4,61.4
1730,432.48,0,-1.4,60.6
1745,434.16,0,-1.5,61.4
1800,452.4,2,-1.8,61.1
1815,435.36,6,-1.9,62
1830,423.6,13,-1.9,62.3
1845,417.6,2,-1.8,62.8
1900,418.56,8,-1.4,62
1915,415.68,2,-1.6,63.9
1930,415.92,4,-1.3,62.2
1945,422.88,0,-1.4,63
2000,416.16,0,-1,61.6
2015,413.52,0,-0.9,60.4
2030,398.16,2,-1,61.3
2045,400.8,7,-1.3,62.6
2100,393.6,2,-1.1,61.9
2115,384.48,1,-1.2,63.3
2130,397.2,1,-1,62.2
2145,384.24,5,-0.8,61.9
2200,381.6,4,-0.6,62.2
2215,376.8,4,-0.2,59.8
2230,373.44,8,0.1,60.3
2245,381.12,2,0.4,57.8
2300,365.04,0,0.9,56.1
2315,369.12,4,1.1,56.1
2330,374.64,4,1.1,56
2345,360.48,0,1.3,55.6
2400,359.28,5,1.6,55.1
45,360,12,1.8,54.7
100,349.68,9,2.1,53.2
115,352.8,8,2.5,49.3
130,355.68,10,2.8,49.1
145,359.76,1,3.1,49.6
200,353.28,9,3,48.3
215,355.68,11,3.5,44.8
230,367.92,12,4.1,42
245,351.36,20,4.7,39.2
300,358.32,6,4.9,36.9
315,361.92,20,5.1,36.9
330,360.72,13,5,36.1
345,359.52,26,5.1,35
400,353.52,25,5.1,36.7
415,357.36,11,5.2,36.2
430,346.32,9,5.2,36
445,356.4,8,5.1,38.5
500,360.96,13,5.1,38.5
515,361.92,9,5.1,39.6
530,368.4,9,4.9,39.9
545,364.56,6,4.8,41
600,370.56,12,4.7,40.5
615,385.92,13,4.7,37.9
630,391.68,3,4.6,37.8
645,391.44,5,4.3,37.8
700,390.72,3,4.2,38
715,401.28,2,3.7,39.2
730,395.52,8,3.7,39.6
745,406.32,6,3.7,40.4
800,410.64,0,3.4,43.3
815,411.12,5,3,46.5
830,409.68,3,3.2,43.2
845,402.96,2,3.2,44.2
900,413.28,10,3.2,42.2
915,419.52,3,3.3,42.7
930,421.44,1,3.2,42.5
945,425.76,2,3,41.5
1000,423.36,4,3.2,40.6
1015,412.8,0,3.2,40.8
1030,418.08,12,3,40.3
1045,416.16,8,3.3,38.9
1100,426.96,7,3.1,40.4
1115,443.76,5,3.1,39.5
1130,433.92,7,2.7,42.4
1145,436.32,7,2.8,42
1200,444.72,4,2.7,43.2
1215,444.96,3,2.6,43.9
1230,433.44,0,2.5,43
1245,430.56,6,2.3,45
1300,438.24,5,2.7,42.7
1315,440.64,1,2.1,44.4
1330,442.8,2,2.1,43.9
1345,444.96,6,2.1,46
1400,434.64,12,2.2,45.4
1415,433.68,6,2.4,44.3
1430,431.28,9,2.1,46
1445,431.52,5,2.3,44.3
1500,432.72,12,1.9,45.7
1515,431.76,8,1.6,46.7
1530,433.44,2,0.8,51.1
1545,429.12,10,0.5,51.3
1600,426.48,3,0.3,52.8
1615,448.32,2,-0.2,53.5
1630,433.2,2,0.2,53.4
1645,429.84,0,0,56
1700,426.72,6,-0.3,57.4
1715,434.4,1,-0.5,60.7
1730,430.32,1,-1.1,62.7
1745,433.44,0,-1.1,62.3
1800,418.8,1,-1.1,63.4
1815,412.8,6,-1,64.1
1830,418.8,3,-0.8,65.6
1845,410.16,5,-1.2,65.7
1900,410.88,7,-0.7,65.9
1915,423.36,6,-0.6,65.9
1930,414.72,5,-0.4,66.7
1945,403.44,9,-0.1,68.3
2000,416.88,6,-1.1,71
2015,404.64,5,-1.2,72.1
2030,401.76,2,-0.8,72.5
2045,395.52,5,-0.8,73.8
2100,392.4,0,-1.3,74.5
2115,391.44,5,-1.7,75.6
2130,393.84,0,-1.9,76.6
2145,399.84,0,-1.3,76.8
2200,392.16,7,-1.1,77.1
2215,392.16,15,-0.8,74.6
2230,380.64,4,0.6,71.3
2245,374.88,15,1.5,68.1
2300,367.68,16,1.4,66.3
2315,365.52,6,1.7,65.2
2330,370.08,6,2.3,64.7
2345,368.4,7,2.7,65
2400,357.84,12,3.2,64.8
45,357.36,1,3.2,64.3
100,354.96,15,4,62.9
115,358.08,10,4.2,61.3
130,364.8,5,4.8,60.7
145,357.84,2,4.7,60.8
200,353.04,10,5.3,57.2
215,354.72,12,5.7,56
230,348.48,16,5.8,52.6
245,358.8,18,6.4,51.8
300,352.08,23,6.9,50.1
315,352.8,5,6.8,47.3
330,354.72,5,7,43.8
345,353.28,22,7.8,42.7
400,370.56,21,7.8,40.1
415,378.96,29,8.2,38.3
430,378.96,19,8.3,38.9
445,384.72,17,8.1,38.9
500,387.84,7,8.5,39.5
515,404.64,10,8.4,41.9
530,406.8,20,8.3,43.2
545,416.88,9,8.1,44.5
600,439.44,12,8.1,45.4
615,456.24,24,7.6,47
630,469.44,24,7.3,49.1
645,473.04,11,7,50.1
700,493.2,31,6.6,50.8
715,518.88,26,6.3,51.7
730,535.44,4,5.5,53.9
745,532.8,16,4.6,57
800,557.52,28,4.8,60.1
815,604.8,11,4.5,62.1
830,622.32,25,4.3,61.7
845,617.52,17,4.1,62.6
900,625.44,31,3.9,62.8
915,640.56,14,3.9,62.5
930,629.04,19,4.1,61.4
945,631.68,41,3.8,61.9
1000,635.28,14,3.4,62
1015,642.24,19,3.5,59.5
1030,654.48,7,2.9,62.9
1045,654.48,3,1.8,65.2
1100,656.4,7,1.4,70
1115,647.76,3,1.6,70.4
1130,658.56,5,1.1,71.2
1145,641.76,5,0.6,72.9
1200,647.04,2,0.5,74.6
1215,634.32,2,0,76
1230,633.12,0,-0.1,77.8
1245,632.64,3,-0.2,78.9
1300,613.68,2,-0.1,78.9
1315,610.08,5,-0.6,80.1
1330,618.72,0,-0.5,80.3
1345,611.76,1,-0.7,80
1400,603.6,3,-0.8,81.1
1415,613.92,3,-0.5,81.6
1430,610.56,0,-0.9,81.8
1445,622.56,6,-0.8,82.7
1500,624.72,0,-1,83.7
1515,612.24,2,-1,85.8
1530,609.36,0,-1,86.8
1545,598.8,3,-0.8,87.9
1600,609.6,3,-0.8,88.2
1615,604.8,3,-1.3,89.1
1630,591.12,2,-1.3,89.6
1645,587.52,1,-1.1,89.1
1700,586.32,0,-1,88.7
1715,586.56,1,-0.9,86.6
1730,567.6,0,-1.2,88
1745,545.04,2,-0.9,89.6
1800,522,9,-0.6,89.5
1815,505.92,2,-0.5,89.6
1830,480.96,4,-0.1,89.9
1845,480.48,1,0.2,89.2
1900,483.6,0,1.2,87.5
1915,465.84,2,0.8,86.9
1930,457.92,5,0.8,86.8
1945,463.68,5,0.7,86.1
2000,467.28,19,0.7,85.8
2015,451.2,5,0.9,85.6
2030,443.76,15,0.9,85.2
2045,432.96,3,1.1,85.5
2100,427.44,0,1.5,85.1
2115,427.2,9,1.7,85.6
2130,417.6,26,2.1,86
2145,416.4,9,2.1,85.6
2200,423.84,2,2.2,84.9
2215,409.68,7,2.1,84.9
2230,396.24,10,2.2,84.8
2245,387.6,28,2.4,84.2
2300,382.56,8,2.6,84.3
2315,381.84,18,2.2,87
2330,377.28,30,2,89.6
2345,373.68,13,2,87.9
2400,384.96,2,1.8,89
45,366,11,2,90.8
100,365.28,2,1.9,89.6
115,361.44,17,2,87.6
130,363.12,10,2.1,82.2
145,361.92,16,2.5,78.4
200,368.4,20,2.7,77.4
215,372.24,22,2.9,75.2
230,365.04,31,2.9,74
245,365.04,13,3.2,68
300,365.76,9,3,65.7
315,369.6,32,3.4,60.9
330,361.92,40,3.5,62.3
345,359.04,47,3.3,63.2
400,362.64,15,3.2,65.2
415,374.88,23,3,61.8
430,388.8,31,3,60.1
445,387.12,47,2.3,66.4
500,390.96,40,1.7,74.1
515,400.56,31,1.5,77.3
530,409.68,32,1.5,75.9
545,415.68,48,1.7,72.1
600,418.56,38,1.7,69.9
615,468.72,-999,-99.9,-99.9
630,486,23,1.7,69
645,503.76,40,1.6,68.7
700,504.24,2,1.6,68.9
715,516.24,9,1.5,69.6
730,547.2,0,1.3,69.9
745,562.32,43,1.2,69.1
800,576.48,33,1.1,68.7
815,601.2,14,1,68.6
830,620.4,11,0.8,68.6
845,626.88,19,0.3,70.1
900,640.08,32,0.5,69.8
915,663.6,27,0.7,68.9
930,657.6,12,0.5,69.5
945,664.08,7,0.5,69.9
1000,643.68,27,0.5,67.9
1015,638.88,46,0.3,68.2
1030,652.08,22,0.1,67.1
1045,658.8,42,-0.3,68.2
1100,663.36,26,-0.5,67.1
1115,658.32,34,-0.7,67.9
1130,654.96,10,-1,69.1
1145,670.8,20,-1.2,70.3
1200,663.12,30,-1.4,71.5
1215,639.84,38,-1.9,70.8
1230,635.76,26,-2.1,68.5
1245,629.76,22,-2.1,66.4
1300,637.44,20,-2.2,67.2
1315,638.64,16,-2.2,67.6
1330,634.56,6,-2.2,67.9
1345,620.88,33,-2.2,68.1
1400,630.72,0,-2.2,68.4
1415,631.92,9,-2.1,68.1
1430,633.12,42,-2.3,67.9
1445,620.4,48,-2.4,67.6
1500,616.32,27,-2.6,67.2
1515,620.88,3,-2.8,67.1
1530,606.72,6,-3,66.9
1545,592.32,22,-3.2,67.2
1600,586.56,16,-3.4,66.1
1615,589.92,21,-3.6,65.1
1630,592.8,4,-3.8,63.7
1645,588,31,-4,62.9
1700,584.88,23,-4.3,62
1715,577.68,17,-4.5,61.5
1730,574.8,35,-4.7,60.8
1745,560.64,11,-4.7,62.1
1800,534.48,11,-5,62.7
1815,514.8,36,-5.2,63.2
1830,512.16,35,-5.4,63.6
1845,496.32,7,-5.5,63.4
1900,489.12,30,-5.8,63.9
1915,475.44,14,-5.8,63.9
1930,476.4,28,-6,63.6
1945,464.88,17,-6.1,63.5
2000,460.56,9,-6.2,63.5
2015,450.96,17,-6.3,61.8
2030,433.44,1,-6.4,62.7
2045,435.6,15,-6.6,63.7
2100,436.08,10,-6.8,64.4
2115,408.96,7,-6.9,65
2130,408.24,4,-7,65.8
2145,410.88,8,-7.1,65.1
2200,390,9,-7.3,66.3
2215,392.88,16,-7.2,65.7
2230,377.28,14,-7.3,65.6
2245,374.4,8,-7.1,64.8
2300,368.64,8,-6.7,63
2315,361.44,9,-6.3,60.8
2330,363.12,10,-6.2,58.8
2345,372.72,15,-5.9,55.9
2400,358.08,18,-5.7,54.3
45,356.88,21,-5.6,53.4
100,352.56,45,-5.3,50.8
115,360.96,12,-5,49.8
130,369.6,9,-4.5,46.8
145,359.04,15,-4,44.5
200,364.8,12,-3.6,43.9
215,363.6,30,-3.2,42.9
230,358.8,32,-2.9,41.6
245,359.52,21,-2.4,40.5
300,355.44,21,-2.4,40.5
315,357.12,14,-1.9,40
330,358.8,23,-1.7,40.5
345,357.36,26,-1.4,40.2
400,361.2,35,-1.1,40.1
415,381.6,8,-1.1,40.9
430,388.08,29,-1.1,40.9
445,391.44,18,-0.9,41.5
500,387.84,19,-0.9,40.6
515,395.28,9,-1,40.2
530,405.6,21,-0.8,40.6
545,417.12,23,-0.8,40.3
600,417.36,25,-0.4,39.1
615,449.52,40,-0.7,39.9
630,470.64,14,-0.7,39.9
645,484.08,13,-0.5,38.8
700,499.92,2,-0.8,39.5
715,520.32,17,-0.7,39.6
730,540.48,7,-0.7,39.9
745,540.96,12,-0.7,40.1
800,565.92,4,-1.2,41.1
815,588.96,20,-1.7,42.4
830,608.16,19,-1.6,41.7
845,611.76,14,-2.1,44.4
900,618.96,1,-2.1,44.4
915,635.28,3,-2.9,46.9
930,639.36,3,-2.6,45.4
945,636.96,18,-2.8,43.8
1000,645.84,2,-2.4,41.6
1015,638.16,14,-2.4,42.4
1030,643.2,9,-3.3,44.7
1045,654.24,7,-3.4,48.7
1100,639.6,11,-2.8,51.2
1115,636,0,-3.3,53.1
1130,639.6,8,-2.5,47.6
1145,662.4,8,-2.6,46.5
1200,645.36,6,-4,52.8
1215,623.28,7,-4.1,49.6
1230,609.36,6,-4.6,51.5
1245,617.76,10,-4.8,51.7
1300,619.92,3,-4.6,51.7
1315,611.28,10,-4,47.8
1330,596.16,6,-4.7,48.9
1345,598.08,6,-4.3,48.9
1400,614.4,1,-3.9,46.8
1415,620.16,11,-3.7,43.9
1430,619.44,10,-3.9,43.2
1445,606,22,-3.9,44.6
1500,595.2,16,-3.9,44
1515,598.08,3,-4.8,49.4
1530,599.52,1,-5.1,55.7
1545,582.24,3,-6,57.9
1600,584.64,7,-6.5,61
1615,583.68,0,-6.5,60.2
1630,582.24,4,-6.5,61.3
1645,581.76,6,-6.8,62.8
1700,581.52,2,-6.9,64.1
1715,588.24,5,-7,64.1
1730,569.04,0,-7.2,65.4
1745,534.24,6,-7.4,65.4
1800,509.28,1,-7.5,67.5
1815,486.48,3,-7.7,66.7
1830,481.68,2,-7.9,66.9
1845,474.96,5,-8.2,67.6
1900,471.6,3,-8.2,68.2
1915,476.88,0,-8.2,69.7
1930,461.52,0,-8.4,69.5
1945,454.8,2,-8.5,69.1
2000,451.68,1,-8.6,70.1
2015,440.16,0,-8.4,70
2030,436.8,1,-8.1,70
2045,437.76,2,-7.5,68.5
2100,421.92,0,-7.1,66.2
2115,416.16,0,-6.8,64.5
2130,416.88,0,-6.5,65.3
2145,414.72,7,-6.4,64.4
2200,395.52,6,-5.9,63.2
2215,391.68,0,-5.6,61.6
2230,384.24,4,-5.4,61.1
2245,379.44,3,-5.2,60.6
2300,367.68,6,-5.2,59.5
2315,361.68,3,-4.9,59.5
2330,360.96,9,-4.6,59.3
2345,370.56,10,-4.4,59.4
2400,359.28,1,-4,58.9
45,363.36,20,-3.8,58.9
100,350.88,6,-3.7,59.9
115,350.64,8,-3.3,58
130,350.88,9,-3,56.8
145,363.84,13,-3.1,57.5
200,347.52,31,-2.8,57.7
215,345.6,6,-2.5,57
230,346.56,5,-2.5,56.5
245,344.4,4,-2.1,57.1
300,345.12,15,-1.8,56.5
315,345.6,26,-1.6,56
330,343.92,2,-1.4,55.1
345,347.52,4,-1.2,54.5
400,348,19,-0.7,53.2
415,355.68,13,-0.4,53.5
430,378.72,13,-0.3,53.7
445,380.64,6,0.2,53.4
500,381.36,27,0.3,53.4
515,393.84,11,0.5,55.1
530,399.36,9,0.8,55.4
545,405.84,16,1,55.9
600,406.8,7,1.2,58.1
615,441.12,25,1,60.9
630,464.16,13,0.8,64.9
645,478.56,24,0.9,65.7
700,493.2,13,1,65.5
715,515.04,30,1.3,64.9
730,537.84,23,1.2,75.2
745,546.24,16,1.1,77.6
800,553.68,40,1.3,77.5
815,568.8,23,0.8,82.7
830,598.56,32,0.5,87.5
845,616.56,20,0.4,90.6
900,612,18,0.4,92.2
915,640.32,4,0.2,93.4
930,629.04,23,0.4,94.5
945,628.8,4,0.3,95
1000,631.68,10,0.3,96.2
1015,626.16,8,0.3,96.9
1030,625.92,16,0.3,97.4
1045,636.96,7,0.3,97.6
1100,645.6,10,0.2,98
1115,634.32,13,0.2,98.4
1130,632.16,12,0.1,98.6
1145,639.36,9,0.2,99
1200,624.96,17,0.2,99.1
1215,613.92,4,0.2,99.4
1230,604.32,12,0.2,99.6
1245,600.24,10,0.2,99.6
1300,607.68,26,0.5,99.7
1315,607.92,12,1,99.6
1330,609.84,33,0.9,99.1
1345,603.84,5,1.7,98.6
1400,609.6,21,1.5,97.1
1415,621.12,11,1.9,96.1
1430,612.48,41,1.8,93.1
1445,598.32,21,2,89.7
1500,605.28,12,2.1,87
1515,604.32,25,2.1,83.6
